image_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50
food_jar_6_1_186,-0.307929,-1.6521,-2.51603,1.35677,-1.17373,0.166971,-4.20144,-2.02443,0.346802,-4.18989,-0.508855,0.274798,-0.147859,5.23488,5.63587,-2.45437,-0.475148,-0.322379,-3.16636,17.8807,-2.71376,-0.743349,4.48662,0.481933,-1.51754,-1.62355,-1.05207,-1.08238,-1.33801,1.40275,-0.306768,-3.63728,-1.69667,0.948384,-2.1464,-2.99957,0.99595,3.78396,-1.75909,-1.8474,-0.539764,-0.140821,-3.48509,-2.3517,3.36998,-1.75367,0.318951,-0.279157,5.27577,-2.12426,0.260915
food_jar_6_2_116,0.437181,-1.68938,-2.0778,0.99426,-2.14062,-0.0667944,-4.39688,-2.5346,-0.588931,-3.74929,-0.567659,0.386806,-0.316466,3.03186,6.0865,-2.2642,-0.0532125,0.947443,-2.8204,17.5035,-1.98979,-1.34927,2.51913,0.637108,-0.569415,-0.882402,-1.2815,-0.987708,-0.868846,0.998946,-0.965903,-2.69179,-2.31673,1.51013,-2.75179,-2.98102,0.788458,4.18237,-1.07793,-3.61301,0.279718,0.516993,-3.62382,-2.59957,4.85088,-0.994949,0.842402,-0.964247,7.00529,-2.52196,-0.813358
garlic_1_1_30,2.05877,0.696774,6.41869,-2.80495,2.47854,-2.76589,2.81683,6.02173,0.956601,-4.07909,-1.50635,0.26635,-6.09709,-1.95671,-0.639622,-3.38797,3.04395,-1.12053,-0.632176,-2.26244,-2.28636,-1.82977,1.08582,-2.22378,-3.80641,-2.41519,4.54501,5.16501,-3.01456,0.0612097,0.437978,-1.73896,-2.49339,-3.27886,19.6123,1.61199,-3.69147,-2.24809,0.534503,0.693978,1.7877,-0.164759,3.25942,-2.8358,1.27838,-1.79124,2.67482,-3.349,-3.11838,-2.0649,3.81938
garlic_1_2_30,3.3834,0.0292875,6.02632,-1.89315,2.15171,-2.63008,0.567239,5.16786,0.242788,-4.51053,-1.80653,2.52728,-5.0725,-1.44093,-1.53537,-3.46898,1.70578,0.00321544,-0.99878,-2.0469,-2.04384,-2.28833,1.49185,-2.46644,-3.36337,-2.44234,4.65864,4.65954,-3.05654,0.46059,0.127558,-0.679421,-2.75599,-2.82525,20.1408,1.26341,-2.30485,-0.993144,1.99069,0.845572,0.949367,1.51779,1.78909,-2.43432,0.686095,-2.84318,1.95642,-2.6376,-3.47668,-2.36967,2.00255
garlic_1_4_121,4.33159,-0.154606,4.33798,-1.80706,1.26267,-2.4897,1.80389,6.83991,1.78892,-4.2224,0.165425,0.94487,-5.51993,-1.97766,-2.14242,-2.63562,3.60483,-1.41447,-0.397138,-3.08275,-2.52909,-2.57991,-0.937123,-1.48541,-2.71633,-2.22477,5.13149,5.87571,-0.686409,0.162897,0.901975,0.624826,-2.93526,-2.53693,19.0921,1.50746,-3.20297,-0.517455,-0.654961,-0.608787,0.56943,1.08286,0.0382688,-2.22205,0.833122,-2.02948,1.78282,-4.1367,-3.92377,-2.4202,2.75397
garlic_1_4_140,3.88181,-0.412427,4.82809,-1.31238,0.56226,-2.40308,1.12436,6.15708,1.8746,-3.87369,0.729407,1.28539,-4.78522,-1.87941,-1.96822,-2.8921,4.42429,-1.50446,-0.0733862,-2.75663,-2.06945,-3.47364,-0.722497,-1.99181,-1.98651,-2.13984,5.36477,5.00179,-1.12811,1.11089,0.383958,0.771621,-3.05241,-2.17071,17.9182,1.75836,-3.00221,-0.320366,-0.929573,-1.29033,-0.0113944,1.47015,-1.03232,-2.50012,0.571638,-2.28137,1.92967,-3.61899,-3.87745,-2.24725,2.39608
garlic_1_4_168,2.1657,0.647693,3.8467,-1.45315,3.07839,-1.77969,3.20663,7.16255,2.49227,-5.33127,1.95334,1.73425,-5.28536,-1.77248,-2.18184,-2.52889,3.13038,-0.96844,-0.0487521,-2.38691,-2.79957,-2.84941,-1.04891,-1.3799,-1.88982,-1.44864,4.5306,3.4993,-1.31795,0.672189,0.621318,0.207133,-2.91145,-2.03999,17.8664,1.5651,-3.08165,-0.884714,-0.666337,-1.0819,0.41029,0.563444,-0.712391,-1.75614,0.0562466,-2.55915,2.45723,-4.16615,-3.57792,-2.18311,3.21814
garlic_2_1_59,3.91323,1.82239,3.46123,-2.79404,2.4726,-1.65808,4.74561,6.25692,1.56999,-5.3674,-2.05232,1.94529,-5.73592,-3.42426,-2.38708,-2.88817,1.28577,-2.05475,-0.531907,-1.89035,-1.60685,-3.12517,0.987089,-1.79433,-3.39893,-1.61661,6.20381,5.93681,-3.04563,0.215361,0.389565,-2.35018,-1.17968,-3.11593,18.6157,-1.24615,-2.79654,-1.43818,-0.41879,3.71246,2.26909,-1.3575,3.18321,-1.57435,2.72001,-1.89014,0.195299,-3.1706,-3.17518,-2.63911,2.70054
garlic_2_2_120,2.4983,0.469436,4.29359,-1.09281,1.3325,-1.84518,1.21635,4.72008,2.60573,-5.02096,-1.18362,2.75025,-4.75785,-1.9169,-0.792655,-2.86516,2.81393,-2.45869,-1.62698,-1.70554,-2.26645,-2.93084,-0.406538,-1.70766,-2.17502,-1.25801,4.43792,4.57206,-0.996883,0.815857,0.428384,-1.05565,-2.44945,-2.37804,18.0462,-1.71879,-2.1278,-0.783488,0.0383737,2.09888,1.58124,-0.772856,1.21149,-2.51665,2.68894,-2.3046,0.960754,-3.97781,-2.57752,-2.67581,3.02833
garlic_2_2_152,3.32527,2.8571,2.72914,-2.45298,2.62799,-1.8654,4.7857,6.66172,2.05277,-5.5261,-1.72363,1.44759,-6.20679,-3.20933,-2.19693,-3.30905,2.73281,-2.03481,-0.599301,-1.92405,-2.46773,-3.3495,0.300747,-1.66338,-2.98487,-1.33573,6.36157,4.08676,-2.54204,0.378112,1.89088,-1.46621,-1.45563,-2.48441,19.6264,-1.01698,-3.45094,-0.967804,-1.17283,3.25474,2.68507,-0.489096,0.901074,-1.90802,2.27902,-2.50328,0.406065,-3.87707,-3.76631,-2.90358,4.82014
garlic_2_4_121,4.06085,0.483815,2.27372,-0.90894,0.545177,-1.44067,2.78852,5.79398,2.0707,-4.28271,-1.41097,2.0783,-4.71326,-3.11754,-2.01513,-2.57607,4.56339,-2.50185,-1.01797,-1.77044,-1.59002,-3.47291,-0.281848,-0.489339,-2.47037,-0.911889,4.10488,6.25611,-0.136906,-0.343994,-0.533836,-0.889227,-2.39942,-2.77531,17.4406,-2.13078,-2.53146,-0.90874,-0.461102,1.66409,2.21502,-0.668191,1.72803,-2.02867,2.08322,-1.94623,0.832649,-3.7496,-2.74508,-3.05125,1.07857
garlic_2_4_1,3.91159,1.63826,1.83622,-1.48932,1.75121,-1.60234,6.39897,6.53875,2.34348,-4.57971,-1.13999,2.31545,-5.19446,-3.10347,-1.9014,-2.20728,3.00419,-3.04398,-0.79178,-2.17351,-1.67149,-3.57416,0.666843,-1.10628,-2.86357,-0.583698,4.49053,2.57182,-1.1933,-0.524001,0.609557,-0.71281,-1.67691,-2.24133,18.8338,-1.70751,-3.53922,-1.07015,-0.32084,1.12276,1.98407,-1.31496,1.06766,-1.98186,2.13852,-2.0729,0.669678,-3.56072,-3.33123,-2.99357,3.03832
garlic_3_1_39,2.31589,1.21355,3.84183,-2.29664,1.5677,-2.35246,2.99013,5.61906,1.37324,-4.88301,-1.83954,1.89137,-4.95323,-2.71044,-1.55453,-2.70128,2.2008,-1.10601,-1.09456,-1.79073,-1.55579,-2.19675,2.7765,-1.85524,-3.53979,-1.95398,4.99778,5.07826,-2.14008,-0.0417769,-0.372891,-1.82725,-2.15065,-2.99702,19.3486,-0.205675,-3.08351,-1.71496,0.0525438,1.87519,3.24964,-1.33595,3.88201,-1.35569,0.66374,-2.59008,-0.118256,-2.86658,-2.9665,-2.22128,3.20324
garlic_3_1_47,2.61321,2.30984,2.89545,-2.61935,1.93855,-2.4811,2.65407,5.6281,1.26499,-5.91467,-1.83201,2.52526,-5.22115,-2.4685,-1.45135,-3.17296,2.65187,-0.640106,-0.568055,-2.21374,-1.63157,-2.67358,2.0018,-1.90074,-2.96282,-0.893388,6.81998,4.83852,-3.12106,0.125088,0.288187,-1.83809,-1.82879,-2.885,20.3985,-0.0720321,-3.71726,-1.41056,0.253459,0.96433,3.4602,-1.10356,4.12802,-1.14449,0.634589,-3.33163,-0.106698,-3.56874,-3.51106,-2.03985,3.30336
garlic_3_2_15,2.53061,0.850702,2.76547,-0.848571,0.958852,-2.17829,2.78849,4.61865,1.22247,-5.07018,-1.34642,2.10639,-4.58199,-1.94306,-1.7475,-3.30284,3.52587,-1.60773,-1.17238,-1.8588,-1.78346,-2.52343,1.35812,-1.36173,-2.88734,-1.80624,5.16579,4.11639,-1.29002,0.468229,0.418901,-1.80431,-2.60388,-2.78037,18.8129,-0.891157,-2.80992,-0.55776,0.054087,2.68762,3.4598,-1.0359,2.40285,-1.37422,0.460797,-2.70017,0.37169,-3.40087,-2.56362,-2.33287,2.91993
garlic_3_2_167,1.54321,1.03444,4.87323,-2.33472,0.755913,-2.26227,1.03816,5.53168,-0.515499,-5.02141,-2.72808,2.5224,-5.24052,-1.71351,-1.13224,-3.2707,4.34401,-0.851454,-0.602315,-1.8642,-1.91304,-2.30951,1.33525,-2.00889,-3.23327,-2.22336,6.33692,5.58256,-2.56755,-0.746711,0.354785,-0.767232,-2.22022,-2.32832,17.9152,1.3013,-2.89497,-0.294098,0.266876,1.51017,2.44923,-0.317434,1.9831,-2.19925,0.544115,-2.68626,1.89809,-3.79419,-4.22849,-2.07082,2.77365
garlic_3_4_234,2.97005,1.39122,2.96621,-1.58594,0.810077,-2.13816,1.95335,5.52962,0.941179,-4.10122,-0.931564,2.76434,-3.47272,-1.94746,-1.19553,-3.05003,4.05359,-1.27099,-0.8237,-2.42785,-1.41044,-3.68387,1.13003,-1.81699,-2.31442,-1.88016,4.21713,3.82661,-2.30342,0.122439,-0.0570434,-1.8135,-1.85146,-2.43334,18.7235,-1.14747,-3.71594,-0.710843,0.211377,2.1281,2.82739,-0.747115,0.931415,-0.52113,0.806821,-3.27086,-1.08,-2.95611,-3.69367,-2.03646,4.07748
garlic_4_1_139,0.363138,-0.7235,5.19246,-2.05153,0.894524,-2.31699,1.00354,4.94528,0.127898,-3.04091,-1.62177,1.43297,-4.37429,-2.12871,-1.40405,-3.04124,5.99826,-2.0021,-0.865384,-2.2509,-2.44233,-2.27249,0.973178,-1.74033,-3.74709,-2.69286,7.14743,2.73497,-1.09013,-0.510637,-0.721136,-2.70099,-2.75855,-2.70431,18.3791,-0.639116,-2.65288,-1.2517,3.03484,7.13438,1.36868,-1.48398,2.09377,-3.09661,0.739937,-1.58283,1.06315,-3.26126,-2.75875,-2.75852,2.53274
garlic_4_1_45,-0.680241,-0.266052,6.53281,-1.87083,0.149452,-2.40247,-0.475568,4.92834,0.499195,-3.30212,-1.68859,1.57981,-4.52145,-1.36464,-1.63138,-3.33369,4.64055,-0.126227,-1.15696,-1.87953,-2.83154,-0.58379,1.04923,-1.15882,-3.14987,-3.41432,4.6177,4.54052,-0.167026,-0.805278,-0.408199,-2.84699,-2.96965,-2.84302,19.5858,0.723591,-2.92073,-1.47841,1.75587,3.66974,2.76083,-1.34671,2.82792,-2.80878,-0.548087,-2.10359,1.16226,-3.69666,-3.20886,-1.81815,2.85687
garlic_4_2_221,-0.0691684,0.0761696,4.3327,-2.17677,0.314264,-1.71725,-0.367893,5.85251,1.3898,-3.08275,-1.58304,1.82193,-4.71194,-2.78387,-1.64655,-3.57071,7.10714,-1.9609,-1.15128,-2.00214,-2.2765,-1.85782,0.824941,-1.24099,-3.08124,-2.63279,5.03253,6.14723,-0.781216,-0.436351,-0.279864,-1.97956,-2.84539,-2.96249,18.2695,-1.97922,-2.41928,-1.5455,2.18925,4.65477,2.73403,-1.63509,2.1681,-2.58378,1.21558,-1.88849,-0.0930186,-4.51176,-2.55951,-2.16967,2.81438
garlic_4_4_130,2.65844,-1.34645,8.79259,-2.15284,-0.0107129,-1.92541,-1.23815,6.89901,0.680769,-2.64277,-0.355087,1.44143,-3.34333,-1.80959,-1.35785,-3.06619,4.10384,-2.09642,-0.542741,-1.54557,-2.83502,-2.17228,1.50467,-2.52896,-3.30193,-3.10571,5.18378,5.57735,-1.09093,-0.0910457,-1.51904,-1.80727,-3.29864,-2.70599,17.7758,-0.926149,-2.62944,-0.969348,1.24649,4.31895,0.216665,-2.2323,1.89508,-3.36483,0.913527,-1.06594,0.745871,-4.63055,-2.49261,-2.62523,3.02741
garlic_4_4_27,1.87835,-1.57385,5.76195,-1.25383,-0.731412,-1.66866,-1.14659,5.64279,0.653967,-2.97774,-1.01082,2.25226,-3.42065,-1.31272,-2.27913,-3.17491,5.78439,-1.91685,-0.922627,-1.72013,-2.26962,-2.29171,-0.0114384,-0.860975,-2.78601,-2.71921,3.37193,6.88861,1.09192,-0.780502,-1.79834,-1.91337,-3.20924,-3.1942,18.214,-1.90378,-2.19911,-0.647339,1.30364,4.65574,1.37196,-1.94252,2.78861,-2.8379,0.862838,-1.14203,0.490668,-4.31791,-2.71465,-2.68812,1.00092
garlic_5_1_169,-1.73433,-0.0762005,4.43212,-2.02544,0.924725,-2.51754,3.56306,1.83995,0.221181,-5.43233,-1.00067,0.699201,-5.4521,-1.39774,-0.897083,-2.84227,6.88871,-1.34754,-0.882414,-2.48529,-1.92476,-0.992459,1.35214,0.50442,-3.44664,-1.45036,8.19098,1.55569,2.64532,-0.680099,-1.16613,-3.33011,-3.50391,-3.14373,19.1124,2.04635,-3.67683,-2.57864,3.06944,1.67146,2.05359,-2.29359,5.76525,-2.76982,-0.640874,-3.1249,0.904809,-3.55009,-2.49462,-2.0958,3.56274
garlic_5_1_57,0.553773,-0.294522,3.40978,-2.71653,1.06785,-1.56488,2.14625,3.42934,0.829072,-4.6459,0.104976,2.01128,-4.6118,-2.50423,-1.96828,-2.06758,8.547,-2.81316,0.0816221,-2.58979,-1.5399,-2.1478,1.24377,-1.579,-2.88609,-1.05121,9.04089,1.23659,1.55718,0.455878,-1.04322,-2.26405,-3.18619,-2.47209,19.4544,-0.433839,-2.86556,-1.71072,1.57947,2.56601,1.39993,-1.90219,4.07388,-3.07191,-0.608199,-2.35936,0.472429,-4.14173,-2.64583,-2.48416,1.62218
garlic_5_2_121,-0.606843,0.597582,3.51239,-1.50002,1.54169,-1.75715,1.46876,4.33117,0.727598,-5.86318,-0.5692,0.881762,-5.23234,-1.26602,-2.11752,-3.3895,7.71168,-0.505749,-0.695211,-1.77031,-2.40621,-1.15405,1.63087,-0.379613,-3.23289,-1.63155,7.29548,4.76187,1.48843,0.20505,-0.408676,-2.84034,-3.49027,-2.80766,19.6695,0.921108,-3.53051,-1.57669,-0.381586,0.733886,3.14345,-1.90323,4.11924,-1.94088,-0.71526,-3.59418,0.394605,-4.81362,-3.57071,-1.67283,4.16528
garlic_5_2_6,-0.161408,-0.00302886,4.49908,-2.42195,-0.468168,-2.32263,0.708721,2.73861,-0.383017,-4.35555,-1.3624,1.92151,-4.91225,-1.60327,-2.38817,-1.73431,7.17331,-0.682648,-0.608132,-2.123,-0.989534,-2.07678,0.201413,-0.0878765,-2.55225,-2.05237,4.40493,3.54036,0.672025,-0.852201,-1.411,-1.25121,-2.47331,-2.8191,18.3452,1.37383,-2.91509,-1.50206,3.44462,0.927904,1.84864,-1.23427,4.99432,-2.57027,-0.0785932,-2.59256,0.930406,-3.21501,-2.79795,-1.98353,1.06552
garlic_5_4_182,0.0928681,-0.252728,2.83679,-0.691312,0.119592,-2.15001,0.231293,4.44221,0.408882,-5.18369,-0.0917861,1.68499,-4.94932,-2.26356,-2.79678,-3.29633,8.61956,-0.877329,-1.30745,-2.30678,-1.69311,-1.88259,-0.7414,-0.220377,-2.5151,-1.76494,6.48698,4.43017,0.77834,0.0364034,-0.48694,-0.894655,-3.12876,-2.82262,20.7641,0.23536,-3.06965,-1.19784,0.743861,0.533891,3.62991,-0.848227,2.49498,-2.14039,0.200471,-2.7618,1.04921,-4.61608,-3.32769,-2.07793,1.75054
garlic_6_2_196,5.50525,0.981469,-0.0329552,-0.921702,-0.862507,-0.834575,1.38038,4.07061,0.761447,-2.84539,-2.67777,1.01801,-3.37566,-2.72388,-3.53078,-2.55166,1.74683,-1.41124,-0.0361221,-1.46447,-0.99501,-4.00707,0.458547,-1.11045,-1.80713,-0.435286,2.2085,5.48553,0.502187,1.62882,1.56135,-1.13815,-1.31479,-2.67584,16.9444,-2.95036,-2.68506,1.04316,-2.09299,2.37712,3.9638,0.135372,1.00419,-1.54714,1.10829,-0.426091,1.09901,-2.4097,-2.67788,-2.73723,1.77692
garlic_6_2_241,3.79886,1.36459,1.17928,-0.986535,-0.426969,-1.8249,1.0956,3.34596,2.698,-3.50961,-2.36642,0.846655,-4.38432,-2.83582,-2.75957,-4.08438,2.32107,-1.18014,-1.01668,-1.92472,-1.45673,-3.68818,1.22061,-1.98064,-1.52397,-0.985061,3.5711,5.91488,0.0872802,3.11761,1.8012,-1.95881,-2.49993,-3.21125,20.8004,-1.50602,-2.93344,-0.399257,-2.53831,1.07131,5.65828,1.39135,0.293839,-1.29647,1.32848,-2.01993,1.42786,-2.50289,-2.63875,-2.3719,3.02351
garlic_6_4_136,2.44632,1.84509,-0.0149736,-0.845807,0.514705,-2.28565,6.02734,4.0008,2.52088,-3.90142,-1.42506,1.80498,-5.517,-3.28497,-2.58186,-3.02346,2.8341,-2.43221,-0.911095,-1.70154,-0.526689,-3.75643,1.17484,-1.28093,-1.84556,-0.399268,4.13599,1.87869,-0.300716,1.61406,2.14786,-1.84999,-1.83752,-2.6351,19.3421,-0.917589,-3.26971,-0.35782,-2.95076,-1.5679,6.4078,0.204126,0.157375,-1.41596,1.46309,-2.18144,1.45751,-1.85235,-3.44917,-2.44397,4.12627
garlic_6_4_237,3.2279,1.48985,0.289941,-0.735956,0.614964,-1.91851,5.20569,3.70126,2.4303,-4.99564,-0.776412,1.14407,-5.62206,-2.93394,-2.66202,-2.37185,5.68958,-2.64473,-1.24602,-2.25086,-0.862361,-4.21714,0.022367,-0.508969,-1.96494,-0.36411,5.82522,4.8421,1.37487,1.34352,0.696539,-2.1028,-2.23938,-2.45841,18.3309,-1.26003,-3.10349,-0.549924,-3.39701,0.245523,5.04192,-0.242019,0.875314,-1.72572,1.93438,-2.60432,0.134855,-3.29013,-2.74256,-2.80953,2.93486
garlic_6_4_71,3.57185,1.83944,-0.475112,-1.39921,0.480068,-1.45752,4.56827,4.22752,2.0553,-3.87123,-1.92212,0.927286,-5.95188,-3.75798,-3.55033,-2.63654,4.98563,-2.22306,-0.890221,-2.0885,-0.172329,-4.3387,-0.307849,-0.954308,-1.56942,-0.125302,5.07832,3.93794,0.740092,1.69878,1.78819,-1.89093,-1.55498,-2.70933,20.3592,-1.95689,-3.58887,-0.185071,-3.35276,-0.1616,5.83395,0.645301,-0.0290621,-1.96767,1.8469,-1.80368,1.53948,-2.85287,-3.65568,-2.56662,2.61149
garlic_7_1_131,3.22805,0.746385,-0.144071,-2.8575,0.246761,-1.42985,1.26399,1.77033,1.99665,-3.99866,-1.84439,0.348983,-4.13415,-2.28143,-2.57423,-3.25521,2.59451,-0.556269,0.945773,-1.94758,-1.29303,-2.0976,2.12665,-2.46108,-1.39897,-2.14752,4.93795,5.16313,-0.4148,3.155,2.75295,-2.5891,-2.57901,-3.15936,18.9687,1.12169,-3.38189,-1.143,-3.49031,0.647877,5.1745,2.66262,0.33019,-1.66462,0.595165,-2.15552,1.60197,-2.08487,-2.4771,-2.13595,2.74004
garlic_7_1_74,1.524,1.11004,1.91959,-2.33474,-0.000501164,-2.22169,-1.10769,2.75816,1.95886,-3.98713,-1.96466,0.842342,-4.29697,-2.61845,-1.77794,-3.94238,3.55605,-0.375597,-0.574342,-1.99437,-2.1592,-0.761909,0.108201,-1.75199,-0.654825,-2.03449,5.17798,8.48767,-1.5664,1.9267,1.82386,-1.10225,-3.01192,-2.71073,18.977,0.214305,-2.64001,-2.10782,-2.1204,0.253148,4.91409,1.73111,1.74263,-2.06974,1.32515,-1.19295,1.56091,-2.76206,-3.00633,-1.97105,1.79326
garlic_7_2_217,1.18028,1.47193,-0.888702,-2.36689,-0.18139,-1.56807,1.966,2.7854,2.86446,-4.01855,-2.24925,2.65477,-4.99446,-2.27985,-2.03562,-2.77801,2.74634,-1.07459,-0.558284,-1.94943,-1.55939,-1.77779,0.875375,-2.07395,-1.25159,-1.59205,4.41895,4.72519,1.27615,2.17913,2.17021,-1.9372,-2.45975,-3.0791,18.85,-0.141144,-3.09956,-0.677225,-3.80604,0.113845,7.4688,1.42947,0.12775,-0.563086,0.138331,-2.66522,1.08037,-3.14968,-2.27771,-2.62103,2.76416
garlic_7_4_238,4.2436,0.460748,2.05398,-1.07105,0.85586,-2.42555,2.84153,4.1571,1.83594,-3.58783,-0.765649,0.700224,-5.39584,-2.627,-2.81563,-2.0352,4.75974,-1.70803,-1.31778,-2.16481,-1.5564,-3.26102,1.47748,-2.5522,-2.13821,-2.68327,7.27192,4.31111,0.226212,3.086,3.07677,-1.1329,-2.30895,-2.21581,16.7224,0.198249,-3.30247,-0.812704,-3.59273,-0.429907,2.52045,1.71836,-1.29193,-2.04807,0.63464,-1.67769,0.800302,-1.59813,-3.85339,-2.41384,3.79198
garlic_7_4_87,3.30319,1.52848,-0.654511,-2.19621,0.842564,-2.31257,4.13672,4.19844,2.47316,-3.00877,-1.14796,1.5573,-5.73973,-4.04931,-2.73153,-2.63987,2.82115,-1.57284,-1.10944,-2.03756,-1.06643,-3.78242,0.704893,-2.24904,-1.98979,-2.32133,7.23363,2.97977,-1.42344,2.34329,3.79698,-0.350798,-1.36285,-1.60577,18.5987,0.560575,-3.10635,0.329878,-3.80529,0.179536,4.68071,3.26041,-3.56648,-2.16319,0.683521,-2.14757,1.70988,-1.61426,-4.66066,-2.93965,3.62188
glue_stick_1_1_148,4.32577,-2.09346,3.44975,-1.15573,-3.36527,0.191692,-0.838968,3.93206,-2.31364,3.99734,-0.474602,0.285615,0.0212719,0.637901,-2.39397,-0.387652,-0.31829,-4.04515,3.86392,-0.618075,-2.7963,0.873225,0.614723,-1.52163,-0.749169,-2.90297,-1.74131,0.108551,-0.931306,-3.31016,-2.90061,1.89672,-1.21885,1.16439,-0.71586,-3.33331,0.70916,-0.416166,0.00524301,1.78023,-3.36586,-1.58595,-4.20922,-4.22651,5.75719,19.6962,3.07049,-2.24733,-0.902735,1.49133,-1.95189
glue_stick_1_2_170,3.86245,-3.41801,3.26104,-0.964255,-3.44754,-1.16746,-0.723122,4.54395,-2.97794,8.01094,-1.50098,0.701497,-0.244729,0.349195,-2.44909,1.38701,-0.824552,-4.34138,2.35532,-0.729092,-1.99321,-0.773552,1.36046,-1.8954,-1.61376,-3.50905,-1.85682,-0.648922,0.175824,-4.03718,-4.51414,3.55947,-0.333834,-0.458859,-1.20778,-3.37594,0.364167,0.230957,1.44703,5.14413,-4.13758,-1.1118,-5.72883,-4.24959,3.77446,20.2761,3.4611,0.258051,-1.47046,1.05633,-2.00341
glue_stick_1_4_146,4.53712,-3.36438,4.69498,-2.15168,-3.39847,-0.890206,-0.743778,5.39988,-3.46214,7.24792,-1.55363,-1.53759,-1.41495,-0.259074,-3.68703,-0.170055,-0.0729637,-4.42494,2.00302,-0.507504,-2.38939,-1.3895,1.67071,-2.2343,-2.9024,-3.62207,-2.01706,0.100144,-0.156618,-2.92778,-3.58605,2.78578,-0.0104501,-0.385499,2.19583,-2.77573,-0.0418494,0.0300813,0.502567,5.73108,-3.69559,-1.32155,-5.43487,-4.93176,3.78819,21.481,6.31537,-0.373699,-1.85827,1.08975,0.147493
glue_stick_1_4_162,4.61841,-3.43106,5.21319,-2.6379,-3.34519,-0.820748,-0.45607,6.1806,-2.87218,8.11346,-1.49093,-1.16956,-1.69195,-0.70562,-3.57535,-0.463121,-0.659114,-4.39611,1.85088,-0.575612,-2.34119,-1.53773,1.58432,-2.23872,-3.03315,-3.7324,-1.95107,0.535166,-0.424691,-2.97787,-3.37457,2.74275,-0.0715351,-0.29497,2.78189,-2.81572,0.0150535,-0.0803338,0.0792679,5.23049,-3.36195,-1.10205,-5.58193,-4.84012,3.70868,21.0486,6.35537,-0.71435,-2.21572,1.06665,0.0203796
glue_stick_1_4_239,3.95085,-3.7059,3.5315,-1.78942,-4.25514,-1.11178,-0.440099,3.95929,-3.61007,8.21902,-1.41907,-1.01735,-1.30231,0.0989152,-2.32515,0.479028,-0.617454,-4.60153,1.6805,-0.495276,-1.75904,-1.4965,1.38387,-2.33608,-2.37208,-3.64238,-2.39074,-0.928148,-0.572207,-3.34135,-3.86945,2.61865,0.298594,-0.483481,1.42365,-3.32794,0.698693,1.00914,0.614708,5.34928,-3.63195,-0.828183,-5.77882,-5.05942,4.67778,21.8416,6.58548,0.550879,-1.23684,1.42692,-1.17733
glue_stick_2_1_148,4.07786,-2.61986,2.79952,-0.745284,-3.2633,-0.454061,-0.254666,4.56107,-2.65544,4.85905,-1.20927,0.943195,-0.217439,-0.100515,-1.88795,0.106024,-0.19911,-4.31746,2.64606,-0.519824,-2.39526,1.10913,0.9865,-1.70178,-0.799492,-3.40502,-2.28675,-0.161394,-1.58613,-3.3001,-3.03604,1.05732,-0.855057,0.636441,-0.631208,-4.30986,1.03034,-0.0218996,-0.377552,2.75855,-2.8589,-1.65703,-4.56161,-4.75423,6.79152,20.5906,3.87481,-1.42194,0.0663253,1.21014,-2.20952
glue_stick_2_2_104,4.68657,-2.77351,2.21085,-0.427384,-3.94344,-1.36592,-0.86966,4.39862,-1.8212,5.07734,-1.13419,-0.548138,-1.26875,1.01562,-2.84711,0.586052,-1.20531,-4.51324,2.96875,-1.23709,-1.6676,-0.27319,2.33555,-1.68889,-1.37773,-3.23937,-2.27552,1.2557,0.183833,-3.25492,-3.02731,1.56011,-0.221334,-0.357665,0.353573,-3.76564,-0.21403,-0.622058,0.916751,4.01756,-2.97194,-2.36013,-3.97546,-4.04354,5.69476,19.0742,4.97566,-1.31502,-0.577332,0.789281,-1.50297
glue_stick_2_2_147,4.38677,-2.61144,1.36597,-0.0885805,-3.64306,-0.994532,-0.775204,3.96528,-2.40248,4.99671,-2.21769,-0.304429,-1.28945,1.81043,-3.10825,0.552136,-1.12246,-4.04532,3.09505,-0.254727,-1.81156,-0.0911783,2.6989,-1.74564,-1.45738,-3.09363,-2.55898,0.946617,2.11438,-4.09832,-3.19874,0.679117,-0.329226,0.00681958,-1.32114,-3.5772,0.210495,-0.36894,0.586429,3.85274,-3.02548,-2.28443,-4.42828,-3.95479,5.22139,19.9263,5.39217,-1.53778,-1.07199,1.25209,-1.26737
glue_stick_2_4_184,6.30773,-3.12181,3.78771,-1.90206,-4.03871,-1.0144,-0.374421,5.4161,-2.36608,7.34706,-1.60474,-1.29831,-1.42616,-0.4807,-3.42998,-0.212415,-1.33592,-4.23923,2.2538,-0.1979,-2.56986,-0.863491,3.2006,-2.34618,-2.68999,-3.74935,-2.09512,0.326025,-0.258549,-2.62544,-2.7358,0.695175,0.033011,-0.395617,2.19462,-3.78799,0.203218,0.203322,0.150977,4.37356,-2.83947,-1.07371,-4.72676,-4.90162,5.36866,20.4877,5.51572,-0.889898,-1.39707,0.878501,-0.790846
